,file,object,Has Metadata record,In Merritt
557,0002.06.0131.02,0002.06.0131,Yes,No
558,0002.06.0132.01,0002.06.0132,Yes,No
559,0002.06.0132.02,0002.06.0132,Yes,No
560,0002.06.0133.01,0002.06.0133,Yes,No
561,0002.06.0133.02,0002.06.0133,Yes,No
562,0002.06.0134.01,0002.06.0134,Yes,No
563,0002.06.0134.02,0002.06.0134,Yes,No
564,0002.06.0135.01,0002.06.0135,Yes,No
565,0002.06.0135.02,0002.06.0135,Yes,No
566,0002.06.0136.01,0002.06.0136,Yes,No
567,0002.06.0136.02,0002.06.0136,Yes,No
568,0002.06.0137.01,0002.06.0137,Yes,No
569,0002.06.0137.02,0002.06.0137,Yes,No
570,0002.06.0138.01,0002.06.0138,Yes,No
571,0002.06.0138.02,0002.06.0138,Yes,No
572,0002.06.0139.01,0002.06.0139,Yes,No
573,0002.06.0139.02,0002.06.0139,Yes,No
574,0002.06.0140.01,0002.06.0140,Yes,No
575,0002.06.0140.02,0002.06.0140,Yes,No
576,0002.06.0141.01,0002.06.0141,Yes,No
577,0002.06.0141.02,0002.06.0141,Yes,No
578,0002.06.0142.01,0002.06.0142,Yes,No
579,0002.06.0142.02,0002.06.0142,Yes,No
580,0002.06.0143.01,0002.06.0143,Yes,No
581,0002.06.0143.02,0002.06.0143,Yes,No
582,0002.06.0144.01,0002.06.0144,Yes,No
583,0002.06.0144.02,0002.06.0144,Yes,No
584,0002.06.0145.01,0002.06.0145,Yes,No
585,0002.06.0145.02,0002.06.0145,Yes,No
586,0002.06.0146.01,0002.06.0146,Yes,No
587,0002.06.0146.02,0002.06.0146,Yes,No
588,0002.06.0147.01,0002.06.0147,Yes,No
589,0002.06.0147.02,0002.06.0147,Yes,No
590,0002.06.0148.01,0002.06.0148,Yes,No
591,0002.06.0148.02,0002.06.0148,Yes,No
592,0002.06.0149.01,0002.06.0149,Yes,No
593,0002.06.0149.02,0002.06.0149,Yes,No
594,0002.06.0150.01,0002.06.0150,Yes,No
595,0002.06.0150.02,0002.06.0150,Yes,No
596,0002.06.0151.01,0002.06.0151,Yes,No
597,0002.06.0151.02,0002.06.0151,Yes,No
598,0002.06.0152.01,0002.06.0152,Yes,No
599,0002.06.0152.02,0002.06.0152,Yes,No
600,0002.06.0153.01,0002.06.0153,Yes,No
601,0002.06.0153.02,0002.06.0153,Yes,No
602,0002.06.0154.01,0002.06.0154,Yes,No
603,0002.06.0154.02,0002.06.0154,Yes,No
604,0002.06.0155.01,0002.06.0155,Yes,No
605,0002.06.0155.02,0002.06.0155,Yes,No
606,0002.06.0156.01,0002.06.0156,Yes,No
607,0002.06.0156.02,0002.06.0156,Yes,No
608,0002.06.0157.01,0002.06.0157,Yes,No
609,0002.06.0157.02,0002.06.0157,Yes,No
610,0002.06.0158.01,0002.06.0158,Yes,No
611,0002.06.0158.02,0002.06.0158,Yes,No
612,0002.06.0159.01,0002.06.0159,Yes,No
613,0002.06.0159.02,0002.06.0159,Yes,No
614,0002.06.0160.01,0002.06.0160,Yes,No
615,0002.06.0160.02,0002.06.0160,Yes,No
616,0002.06.0161.01,0002.06.0161,Yes,No
617,0002.06.0161.02,0002.06.0161,Yes,No
618,0002.06.0162.01,0002.06.0162,Yes,No
619,0002.06.0162.02,0002.06.0162,Yes,No
620,0002.06.0163.01,0002.06.0163,Yes,No
621,0002.06.0163.02,0002.06.0163,Yes,No
622,0002.06.0164.01,0002.06.0164,Yes,No
623,0002.06.0164.02,0002.06.0164,Yes,No
624,0002.06.0165.01,0002.06.0165,Yes,No
625,0002.06.0165.02,0002.06.0165,Yes,No
626,0002.06.0166.01,0002.06.0166,Yes,No
627,0002.06.0166.02,0002.06.0166,Yes,No
628,0002.06.0167.01,0002.06.0167,Yes,No
629,0002.06.0167.02,0002.06.0167,Yes,No
630,0002.06.0168.01,0002.06.0168,Yes,No
631,0002.06.0168.02,0002.06.0168,Yes,No
632,0002.06.0169.01,0002.06.0169,Yes,No
633,0002.06.0169.02,0002.06.0169,Yes,No
634,0002.06.0170.01,0002.06.0170,Yes,No
635,0002.06.0170.02,0002.06.0170,Yes,No
636,0002.06.0171.01,0002.06.0171,Yes,No
637,0002.06.0171.02,0002.06.0171,Yes,No
638,0002.06.0172.01,0002.06.0172,Yes,No
639,0002.06.0172.02,0002.06.0172,Yes,No
640,0002.06.0173.01,0002.06.0173,Yes,No
641,0002.06.0173.02,0002.06.0173,Yes,No
642,0002.06.0174.01,0002.06.0174,Yes,No
643,0002.06.0174.02,0002.06.0174,Yes,No
644,0002.06.0175.01,0002.06.0175,Yes,No
645,0002.06.0175.02,0002.06.0175,Yes,No
646,0002.06.0176.01,0002.06.0176,Yes,No
647,0002.06.0176.02,0002.06.0176,Yes,No
648,0002.06.0177.01,0002.06.0177,Yes,No
649,0002.06.0177.02,0002.06.0177,Yes,No
650,0002.06.0178.01,0002.06.0178,Yes,No
651,0002.06.0178.02,0002.06.0178,Yes,No
652,0002.06.0179.01,0002.06.0179,Yes,No
653,0002.06.0179.02,0002.06.0179,Yes,No
654,0002.06.0180.01,0002.06.0180,Yes,No
655,0002.06.0180.02,0002.06.0180,Yes,No
656,0002.06.0181.01,0002.06.0181,Yes,No
657,0002.06.0181.02,0002.06.0181,Yes,No
658,0002.06.0182.01,0002.06.0182,Yes,No
659,0002.06.0182.02,0002.06.0182,Yes,No
660,0002.06.0183.01,0002.06.0183,Yes,No
661,0002.06.0183.02,0002.06.0183,Yes,No
662,0002.06.0184.01,0002.06.0184,Yes,No
663,0002.06.0184.02,0002.06.0184,Yes,No
664,0002.06.0185.01,0002.06.0185,Yes,No
665,0002.06.0185.02,0002.06.0185,Yes,No
666,0002.06.0186.01,0002.06.0186,Yes,No
667,0002.06.0186.02,0002.06.0186,Yes,No
668,0002.06.0187.01,0002.06.0187,Yes,No
669,0002.06.0187.02,0002.06.0187,Yes,No
670,0002.06.0188.01,0002.06.0188,Yes,No
671,0002.06.0188.02,0002.06.0188,Yes,No
672,0002.06.0189.01,0002.06.0189,Yes,No
673,0002.06.0189.02,0002.06.0189,Yes,No
674,0002.06.0190.01,0002.06.0190,Yes,No
675,0002.06.0190.02,0002.06.0190,Yes,No
676,0002.06.0191,0002.06.0191,Yes,No
677,0002.06.0192,0002.06.0192,Yes,No
678,0002.06.0193,0002.06.0193,Yes,No
679,0002.06.0194,0002.06.0194,Yes,No
680,0002.06.0195.01,0002.06.0195,Yes,No
681,0002.06.0195.02,0002.06.0195,Yes,No
682,0002.06.0196.01,0002.06.0196,Yes,No
683,0002.06.0196.02,0002.06.0196,Yes,No
684,0002.06.0197,0002.06.0197,Yes,No
685,0002.06.0198,0002.06.0198,Yes,No
686,0002.06.0199,0002.06.0199,Yes,No
687,0002.06.0200,0002.06.0200,Yes,No
688,0002.06.0201,0002.06.0201,Yes,No
689,0002.06.0202,0002.06.0202,Yes,No
690,0002.06.0203,0002.06.0203,Yes,No
691,0002.06.0204.01,0002.06.0204,Yes,No
692,0002.06.0204.02,0002.06.0204,Yes,No
693,0002.06.0205.01,0002.06.0205,Yes,No
694,0002.06.0205.02,0002.06.0205,Yes,No
695,0002.06.0206,0002.06.0206,Yes,No
696,0002.06.0207,0002.06.0207,Yes,No
697,0002.06.0208.01,0002.06.0208,Yes,No
698,0002.06.0208.02,0002.06.0208,Yes,No
699,0002.06.0209,0002.06.0209,Yes,No
700,0002.06.0210.01,0002.06.0210,Yes,No
701,0002.06.0210.02,0002.06.0210,Yes,No
702,0002.06.0211,0002.06.0211,Yes,No
703,0002.06.0212,0002.06.0212,Yes,No
704,0002.06.0213,0002.06.0213,Yes,No
705,0002.06.0214,0002.06.0214,Yes,No
706,0002.06.0215,0002.06.0215,Yes,No
707,0002.06.0216,0002.06.0216,Yes,No
708,0002.06.0217.01,0002.06.0217,Yes,No
709,0002.06.0217.02,0002.06.0217,Yes,No
710,0002.06.0218,0002.06.0218,Yes,No
711,0002.06.0219,0002.06.0219,Yes,No
712,0002.06.0220.01,0002.06.0220,Yes,No
713,0002.06.0220.02,0002.06.0220,Yes,No
714,0002.06.0221,0002.06.0221,Yes,No
715,0002.06.0222,0002.06.0222,Yes,No
716,0002.06.0223.01,0002.06.0223,Yes,No
717,0002.06.0223.02,0002.06.0223,Yes,No
718,0002.06.0224,0002.06.0224,Yes,No
719,0002.06.0225,0002.06.0225,Yes,No
720,0002.06.0226,0002.06.0226,Yes,No
721,0002.06.0227,0002.06.0227,Yes,No
722,0002.06.0228,0002.06.0228,Yes,No
723,0002.06.0229,0002.06.0229,Yes,No
724,0002.06.0230,0002.06.0230,Yes,No
725,0002.06.0231,0002.06.0231,Yes,No
726,0002.06.0232,0002.06.0232,Yes,No
727,0002.06.0233,0002.06.0233,Yes,No
728,0002.06.0234,0002.06.0234,Yes,No
729,0002.06.0235,0002.06.0235,Yes,No
730,0002.06.0236,0002.06.0236,Yes,No
731,0002.06.0237,0002.06.0237,Yes,No
732,0002.06.0238,0002.06.0238,Yes,No
733,0002.06.0239,0002.06.0239,Yes,No
734,0002.06.0240,0002.06.0240,Yes,No
735,0002.06.0241,0002.06.0241,Yes,No
736,0002.06.0242,0002.06.0242,Yes,No
737,0002.06.0243,0002.06.0243,Yes,No
738,0002.06.0244,0002.06.0244,Yes,No
739,0002.06.0245,0002.06.0245,Yes,No
740,0002.06.0246,0002.06.0246,Yes,No
741,0002.06.0247,0002.06.0247,Yes,No
742,0002.06.0248,0002.06.0248,Yes,No
743,0002.06.0249,0002.06.0249,Yes,No
744,0002.06.0250,0002.06.0250,Yes,No
745,0002.06.0251,0002.06.0251,Yes,No
746,0002.06.0252,0002.06.0252,Yes,No
747,0002.06.0253,0002.06.0253,Yes,No
748,0002.06.0254,0002.06.0254,Yes,No
749,0002.06.0255,0002.06.0255,Yes,No
750,0002.06.0256,0002.06.0256,Yes,No
751,0002.06.0257,0002.06.0257,Yes,No
752,0002.06.0258,0002.06.0258,Yes,No
753,0002.06.0259,0002.06.0259,Yes,No
754,0002.06.0260,0002.06.0260,Yes,No
755,0002.06.0261,0002.06.0261,Yes,No
756,0002.06.0262,0002.06.0262,Yes,No
757,0002.06.0263.01,0002.06.0263,Yes,No
758,0002.06.0263.02,0002.06.0263,Yes,No
759,0002.06.0264.01,0002.06.0264,Yes,No
760,0002.06.0264.02,0002.06.0264,Yes,No
761,0002.06.0265.01,0002.06.0265,Yes,No
762,0002.06.0265.02,0002.06.0265,Yes,No
763,0002.06.0266.01,0002.06.0266,Yes,No
764,0002.06.0266.02,0002.06.0266,Yes,No
765,0002.06.0267.01,0002.06.0267,Yes,No
766,0002.06.0267.02,0002.06.0267,Yes,No
767,0002.06.0268.01,0002.06.0268,Yes,No
768,0002.06.0268.02,0002.06.0268,Yes,No
769,0002.06.0269.01,0002.06.0269,Yes,No
770,0002.06.0269.02,0002.06.0269,Yes,No
771,0002.06.0270.01,0002.06.0270,Yes,No
772,0002.06.0270.02,0002.06.0270,Yes,No
773,0002.06.0271.01,0002.06.0271,Yes,No
774,0002.06.0271.02,0002.06.0271,Yes,No
775,0002.06.0272,0002.06.0272,Yes,No
776,0002.06.0273,0002.06.0273,Yes,No
777,0002.06.0274,0002.06.0274,Yes,No
778,0002.06.0275,0002.06.0275,Yes,No
779,0002.06.0276,0002.06.0276,Yes,No
780,0002.06.0277,0002.06.0277,Yes,No
781,0002.06.0278,0002.06.0278,Yes,No
782,0002.06.0279,0002.06.0279,Yes,No
783,0002.06.0280,0002.06.0280,Yes,No
784,0002.06.0281,0002.06.0281,Yes,No
785,0002.06.0282,0002.06.0282,Yes,No
786,0002.06.0283,0002.06.0283,Yes,No
787,0002.06.0284,0002.06.0284,Yes,No
788,0002.06.0285,0002.06.0285,Yes,No
789,0002.06.0286.01,0002.06.0286,Yes,No
790,0002.06.0286.02,0002.06.0286,Yes,No
791,0002.06.0287.01,0002.06.0287,Yes,No
792,0002.06.0287.02,0002.06.0287,Yes,No
793,0002.06.0288,0002.06.0288,Yes,No
794,0002.06.0289.01,0002.06.0289,Yes,No
795,0002.06.0289.02,0002.06.0289,Yes,No
796,0002.06.0290.01,0002.06.0290,Yes,No
797,0002.06.0290.02,0002.06.0290,Yes,No
798,0002.06.0291.01,0002.06.0291,Yes,No
799,0002.06.0291.02,0002.06.0291,Yes,No
800,0002.06.0292.01,0002.06.0292,Yes,No
801,0002.06.0292.02,0002.06.0292,Yes,No
802,0002.06.0293.01,0002.06.0293,Yes,No
803,0002.06.0293.02,0002.06.0293,Yes,No
804,0002.06.0294.01,0002.06.0294,Yes,No
805,0002.06.0294.02,0002.06.0294,Yes,No
806,0002.06.0295.01,0002.06.0295,Yes,No
807,0002.06.0295.02,0002.06.0295,Yes,No
808,0002.06.0296.01,0002.06.0296,Yes,No
809,0002.06.0296.02,0002.06.0296,Yes,No
810,0002.06.0297.01,0002.06.0297,Yes,No
811,0002.06.0297.02,0002.06.0297,Yes,No
812,0002.06.0298.01,0002.06.0298,Yes,No
813,0002.06.0298.02,0002.06.0298,Yes,No
814,0002.06.0299.01,0002.06.0299,Yes,No
815,0002.06.0299.02,0002.06.0299,Yes,No
816,0002.06.0300.01,0002.06.0300,Yes,No
817,0002.06.0300.02,0002.06.0300,Yes,No
818,0002.06.0301.01,0002.06.0301,Yes,No
819,0002.06.0301.02,0002.06.0301,Yes,No
820,0002.06.0302.01,0002.06.0302,Yes,No
821,0002.06.0302.02,0002.06.0302,Yes,No
822,0002.06.0303.01,0002.06.0303,Yes,No
823,0002.06.0303.02,0002.06.0303,Yes,No
824,0002.06.0304.01,0002.06.0304,Yes,No
825,0002.06.0304.02,0002.06.0304,Yes,No
826,0002.06.0305.01,0002.06.0305,Yes,No
827,0002.06.0305.02,0002.06.0305,Yes,No
828,0002.06.0306.01,0002.06.0306,Yes,No
829,0002.06.0306.02,0002.06.0306,Yes,No
830,0002.06.0307.01,0002.06.0307,Yes,No
831,0002.06.0307.02,0002.06.0307,Yes,No
832,0002.06.0308.01,0002.06.0308,Yes,No
833,0002.06.0308.02,0002.06.0308,Yes,No
834,0002.06.0309.01,0002.06.0309,Yes,No
835,0002.06.0309.02,0002.06.0309,Yes,No
836,0002.06.0310.01,0002.06.0310,Yes,No
837,0002.06.0310.02,0002.06.0310,Yes,No
838,0002.06.0311.01,0002.06.0311,Yes,No
839,0002.06.0311.02,0002.06.0311,Yes,No
840,0002.06.0312.01,0002.06.0312,Yes,No
841,0002.06.0312.02,0002.06.0312,Yes,No
842,0002.06.0313.01,0002.06.0313,Yes,No
843,0002.06.0313.02,0002.06.0313,Yes,No
844,0002.06.0314.01,0002.06.0314,Yes,No
845,0002.06.0314.02,0002.06.0314,Yes,No
846,0002.06.0315.01,0002.06.0315,Yes,No
847,0002.06.0315.02,0002.06.0315,Yes,No
848,0002.06.0316.01,0002.06.0316,Yes,No
849,0002.06.0316.02,0002.06.0316,Yes,No
850,0002.06.0317.01,0002.06.0317,Yes,No
851,0002.06.0317.02,0002.06.0317,Yes,No
852,0002.06.0318.01,0002.06.0318,Yes,No
853,0002.06.0318.02,0002.06.0318,Yes,No
854,0002.06.0319.01,0002.06.0319,Yes,No
855,0002.06.0319.02,0002.06.0319,Yes,No
856,0002.06.0320.01,0002.06.0320,Yes,No
857,0002.06.0320.02,0002.06.0320,Yes,No
858,0002.06.0321.01,0002.06.0321,Yes,No
859,0002.06.0321.02,0002.06.0321,Yes,No
860,0002.06.0322.01,0002.06.0322,Yes,No
861,0002.06.0322.02,0002.06.0322,Yes,No
862,0002.06.0323.01,0002.06.0323,Yes,No
863,0002.06.0323.02,0002.06.0323,Yes,No
864,0002.06.0324.01,0002.06.0324,Yes,No
865,0002.06.0324.02,0002.06.0324,Yes,No
866,0002.06.0325.01,0002.06.0325,Yes,No
867,0002.06.0325.02,0002.06.0325,Yes,No
868,0002.06.0326.01,0002.06.0326,Yes,No
869,0002.06.0326.02,0002.06.0326,Yes,No
870,0002.06.0327.01,0002.06.0327,Yes,No
871,0002.06.0327.02,0002.06.0327,Yes,No
872,0002.06.0328.01,0002.06.0328,Yes,No
873,0002.06.0328.02,0002.06.0328,Yes,No
874,0002.06.0329.01,0002.06.0329,Yes,No
875,0002.06.0329.02,0002.06.0329,Yes,No
876,0002.06.0330.01,0002.06.0330,Yes,No
877,0002.06.0330.02,0002.06.0330,Yes,No
878,0002.06.0331.01,0002.06.0331,Yes,No
879,0002.06.0331.02,0002.06.0331,Yes,No
880,0002.06.0332.01,0002.06.0332,Yes,No
881,0002.06.0332.02,0002.06.0332,Yes,No
882,0002.06.0333.01,0002.06.0333,Yes,No
883,0002.06.0333.02,0002.06.0333,Yes,No
884,0002.06.0334,0002.06.0334,Yes,No
885,0002.06.0335.01,0002.06.0335,Yes,No
886,0002.06.0335.02,0002.06.0335,Yes,No
887,0002.06.0336,0002.06.0336,Yes,No
888,0002.06.0337.01,0002.06.0337,Yes,No
889,0002.06.0337.02,0002.06.0337,Yes,No
890,0002.06.0338,0002.06.0338,Yes,No
891,0002.06.0339.01,0002.06.0339,Yes,No
892,0002.06.0339.02,0002.06.0339,Yes,No
893,0002.06.0340,0002.06.0340,Yes,No
894,0002.06.0341,0002.06.0341,Yes,No
895,0002.06.0342,0002.06.0342,Yes,No
896,0002.06.0343,0002.06.0343,Yes,No
897,0002.06.0344,0002.06.0344,Yes,No
898,0002.06.0345,0002.06.0345,Yes,No
899,0002.06.0346,0002.06.0346,Yes,No
900,0002.06.0347,0002.06.0347,Yes,No
901,0002.06.0348,0002.06.0348,Yes,No
902,0002.06.0349,0002.06.0349,Yes,No
903,0002.06.0350,0002.06.0350,Yes,No
904,0002.06.0351,0002.06.0351,Yes,No
905,0002.06.0352,0002.06.0352,Yes,No
906,0002.06.0353,0002.06.0353,Yes,No
907,0002.06.0354,0002.06.0354,Yes,No
908,0002.06.0355,0002.06.0355,Yes,No
909,0002.06.0356,0002.06.0356,Yes,No
910,0002.06.0357,0002.06.0357,Yes,No
911,0002.06.0358,0002.06.0358,Yes,No
912,0002.06.0359,0002.06.0359,Yes,No
913,0002.06.0360,0002.06.0360,Yes,No
914,0002.06.0361,0002.06.0361,Yes,No
915,0002.06.0362,0002.06.0362,Yes,No
916,0002.06.0363,0002.06.0363,Yes,No
917,0002.06.0364,0002.06.0364,Yes,No
918,0002.06.0365,0002.06.0365,Yes,No
919,0002.06.0366,0002.06.0366,Yes,No
920,0002.06.0367,0002.06.0367,Yes,No
921,0002.06.0368,0002.06.0368,Yes,No
922,0002.06.0369,0002.06.0369,Yes,No
923,0002.06.0370,0002.06.0370,Yes,No
924,0002.06.0371,0002.06.0371,Yes,No
925,0002.06.0372,0002.06.0372,Yes,No
926,0002.06.0373,0002.06.0373,Yes,No
927,0002.06.0374,0002.06.0374,Yes,No
928,0002.06.0375,0002.06.0375,Yes,No
929,0002.06.0376,0002.06.0376,Yes,No
930,0002.06.0377,0002.06.0377,Yes,No
931,0002.06.0378,0002.06.0378,Yes,No
932,0002.06.0379,0002.06.0379,Yes,No
933,0002.06.0380,0002.06.0380,Yes,No
934,0002.06.0381,0002.06.0381,Yes,No
935,0002.06.0382,0002.06.0382,Yes,No
936,0002.06.0383,0002.06.0383,Yes,No
937,0002.06.0384,0002.06.0384,Yes,No
938,0002.06.0385,0002.06.0385,Yes,No
939,0002.06.0386,0002.06.0386,Yes,No
940,0002.06.0387,0002.06.0387,Yes,No
941,0002.06.0388,0002.06.0388,Yes,No
942,0002.06.0389,0002.06.0389,Yes,No
943,0002.06.0390,0002.06.0390,Yes,No
944,0002.06.0391,0002.06.0391,Yes,No
945,0002.06.0392,0002.06.0392,Yes,No
946,0002.06.0393,0002.06.0393,Yes,No
947,0002.06.0394,0002.06.0394,Yes,No
948,0002.06.0395,0002.06.0395,Yes,No
949,0002.06.0396,0002.06.0396,Yes,No
950,0002.06.0397,0002.06.0397,Yes,No
951,0002.06.0398,0002.06.0398,Yes,No
952,0002.06.0399,0002.06.0399,Yes,No
953,0002.06.0400,0002.06.0400,Yes,No
954,0002.06.0401,0002.06.0401,Yes,No
955,0002.06.0402,0002.06.0402,Yes,No
956,0002.06.0403,0002.06.0403,Yes,No
957,0002.06.0404,0002.06.0404,Yes,No
958,0002.06.0405,0002.06.0405,Yes,No
959,0002.06.0406,0002.06.0406,Yes,No
960,0002.06.0407,0002.06.0407,Yes,No
961,0002.06.0408,0002.06.0408,Yes,No
962,0002.06.0409,0002.06.0409,Yes,No
963,0002.06.0410,0002.06.0410,Yes,No
964,0002.06.0411,0002.06.0411,Yes,No
965,0002.06.0412,0002.06.0412,Yes,No
966,0002.06.0413,0002.06.0413,Yes,No
967,0002.06.0414,0002.06.0414,Yes,No
968,0002.06.0415,0002.06.0415,Yes,No
969,0002.06.0416,0002.06.0416,Yes,No
970,0002.06.0417,0002.06.0417,Yes,No
971,0002.06.0418,0002.06.0418,Yes,No
972,0002.06.0419,0002.06.0419,Yes,No
973,0002.06.0420,0002.06.0420,Yes,No
974,0002.06.0421,0002.06.0421,Yes,No
975,0002.06.0422,0002.06.0422,Yes,No
976,0002.06.0423,0002.06.0423,Yes,No
977,0002.06.0424,0002.06.0424,Yes,No
978,0002.06.0425,0002.06.0425,Yes,No
979,0002.06.0426,0002.06.0426,Yes,No
980,0002.06.0427,0002.06.0427,Yes,No
981,0002.06.0428,0002.06.0428,Yes,No
982,0002.06.0429,0002.06.0429,Yes,No
983,0002.06.0430,0002.06.0430,Yes,No
984,0002.06.0431,0002.06.0431,Yes,No
985,0002.06.0432,0002.06.0432,Yes,No
986,0002.06.0433.01,0002.06.0433,Yes,No
987,0002.06.0433.02,0002.06.0433,Yes,No
988,0002.06.0434.01,0002.06.0434,Yes,No
989,0002.06.0434.02,0002.06.0434,Yes,No
990,0002.06.0435,0002.06.0435,Yes,No
991,0002.06.0436.01,0002.06.0436,Yes,No
992,0002.06.0436.02,0002.06.0436,Yes,No
993,0002.06.0437.01,0002.06.0437,Yes,No
994,0002.06.0437.02,0002.06.0437,Yes,No
995,0002.06.0438.01,0002.06.0438,Yes,No
996,0002.06.0438.02,0002.06.0438,Yes,No
997,0002.06.0439,0002.06.0439,Yes,No
998,0002.06.0440,0002.06.0440,Yes,No
999,0002.06.0441,0002.06.0441,Yes,No
1000,0002.06.0442.01,0002.06.0442,Yes,No
1001,0002.06.0442.02,0002.06.0442,Yes,No
1002,0002.06.0443.01,0002.06.0443,Yes,No
1003,0002.06.0443.02,0002.06.0443,Yes,No
1004,0002.06.0444.01,0002.06.0444,Yes,No
1005,0002.06.0444.02,0002.06.0444,Yes,No
1006,0002.06.0445.01,0002.06.0445,Yes,No
1007,0002.06.0445.02,0002.06.0445,Yes,No
1008,0002.06.0446.01,0002.06.0446,Yes,No
1009,0002.06.0446.02,0002.06.0446,Yes,No
1010,0002.06.0447.01,0002.06.0447,Yes,No
1011,0002.06.0447.02,0002.06.0447,Yes,No
1012,0002.06.0448.01,0002.06.0448,Yes,No
1013,0002.06.0448.02,0002.06.0448,Yes,No
1014,0002.06.0449.01,0002.06.0449,Yes,No
1015,0002.06.0449.02,0002.06.0449,Yes,No
1016,0002.06.0450.01,0002.06.0450,Yes,No
1017,0002.06.0450.02,0002.06.0450,Yes,No
1018,0002.06.0451.01,0002.06.0451,Yes,No
1019,0002.06.0451.02,0002.06.0451,Yes,No
1020,0002.06.0452.01,0002.06.0452,Yes,No
1021,0002.06.0452.02,0002.06.0452,Yes,No
1022,0002.06.0453,0002.06.0453,Yes,No
1023,0002.06.0454,0002.06.0454,Yes,No
1024,0002.06.0455.01,0002.06.0455,Yes,No
1025,0002.06.0455.02,0002.06.0455,Yes,No
1026,0002.06.0456.01,0002.06.0456,Yes,No
1027,0002.06.0456.02,0002.06.0456,Yes,No
1028,0002.06.0456.03,0002.06.0456,Yes,No
1029,0002.06.0457.01,0002.06.0457,Yes,No
1030,0002.06.0457.02,0002.06.0457,Yes,No
1031,0002.06.0458.01,0002.06.0458,Yes,No
1032,0002.06.0458.02,0002.06.0458,Yes,No
1033,0002.06.0459.01,0002.06.0459,Yes,No
1034,0002.06.0459.02,0002.06.0459,Yes,No
1035,0002.06.0460.01,0002.06.0460,Yes,No
1036,0002.06.0460.02,0002.06.0460,Yes,No
1037,0002.06.0461.01,0002.06.0461,Yes,No
1038,0002.06.0461.02,0002.06.0461,Yes,No
1039,0002.06.0462.01,0002.06.0462,Yes,No
1040,0002.06.0462.02,0002.06.0462,Yes,No
1041,0002.06.0463.01,0002.06.0463,Yes,No
1042,0002.06.0463.02,0002.06.0463,Yes,No
1043,0002.06.0464,0002.06.0464,Yes,No
1044,0002.06.0465,0002.06.0465,Yes,No
1045,0002.06.0466,0002.06.0466,Yes,No
1046,0002.06.0467,0002.06.0467,Yes,No
1047,0002.06.0468,0002.06.0468,Yes,No
1048,0002.06.0469.01,0002.06.0469,Yes,No
1049,0002.06.0469.02,0002.06.0469,Yes,No
1050,0002.06.0470.01,0002.06.0470,Yes,No
1051,0002.06.0470.02,0002.06.0470,Yes,No
1052,0002.06.0471.01,0002.06.0471,Yes,No
1053,0002.06.0471.02,0002.06.0471,Yes,No
1054,0002.06.0472.01,0002.06.0472,Yes,No
1055,0002.06.0472.02,0002.06.0472,Yes,No
1056,0002.06.0473.01,0002.06.0473,Yes,No
1057,0002.06.0473.02,0002.06.0473,Yes,No
1058,0002.06.0474.01,0002.06.0474,Yes,No
1059,0002.06.0474.02,0002.06.0474,Yes,No
1060,0002.06.0475.01,0002.06.0475,Yes,No
1061,0002.06.0475.02,0002.06.0475,Yes,No
1062,0002.06.0476.01,0002.06.0476,Yes,No
1063,0002.06.0476.02,0002.06.0476,Yes,No
1064,0002.06.0477.01,0002.06.0477,Yes,No
1065,0002.06.0477.02,0002.06.0477,Yes,No
1066,0002.06.0478.01,0002.06.0478,Yes,No
1067,0002.06.0478.02,0002.06.0478,Yes,No
1068,0002.06.0479.01,0002.06.0479,Yes,No
1069,0002.06.0479.02,0002.06.0479,Yes,No
1070,0002.06.0480.01,0002.06.0480,Yes,No
1071,0002.06.0480.02,0002.06.0480,Yes,No
1072,0002.06.0481.01,0002.06.0481,Yes,No
1073,0002.06.0481.02,0002.06.0481,Yes,No
1074,0002.06.0482.01,0002.06.0482,Yes,No
1075,0002.06.0482.02,0002.06.0482,Yes,No
1076,0002.06.0483.01,0002.06.0483,Yes,No
1077,0002.06.0483.02,0002.06.0483,Yes,No
1078,0002.06.0484.01,0002.06.0484,Yes,No
1079,0002.06.0484.02,0002.06.0484,Yes,No
1080,0002.06.0485.01,0002.06.0485,Yes,No
1081,0002.06.0485.02,0002.06.0485,Yes,No
1082,0002.06.0486.01,0002.06.0486,Yes,No
1083,0002.06.0486.02,0002.06.0486,Yes,No
1084,0002.06.0487.01,0002.06.0487,Yes,No
1085,0002.06.0487.02,0002.06.0487,Yes,No
1086,0002.06.0488.01,0002.06.0488,Yes,No
1087,0002.06.0488.02,0002.06.0488,Yes,No
1088,0002.06.0489.01,0002.06.0489,Yes,No
1089,0002.06.0489.02,0002.06.0489,Yes,No
1090,0002.06.0490.01,0002.06.0490,Yes,No
1091,0002.06.0490.02,0002.06.0490,Yes,No
1092,0002.06.0491.01,0002.06.0491,Yes,No
1093,0002.06.0491.02,0002.06.0491,Yes,No
1094,0002.06.0492.01,0002.06.0492,Yes,No
1095,0002.06.0492.02,0002.06.0492,Yes,No
1096,0002.06.0493.01,0002.06.0493,Yes,No
1097,0002.06.0493.02,0002.06.0493,Yes,No
1098,0002.06.0494.01,0002.06.0494,Yes,No
1099,0002.06.0494.02,0002.06.0494,Yes,No
1100,0002.06.0495.01,0002.06.0495,Yes,No
1101,0002.06.0495.02,0002.06.0495,Yes,No
1102,0002.06.0496.01,0002.06.0496,Yes,No
1103,0002.06.0496.02,0002.06.0496,Yes,No
